1	67
1	237
1	902
1	944
2	710
2	957
2	966
2	983
3	739
3	875
3	891
3	947
4	578
4	626
4	773
4	943
5	694
5	769
5	857
5	909
5	974
5	1000
6	469
6	548
6	774
6	991
7	390
7	875
7	891
7	947
8	897
8	907
8	972
8	974
9	822
9	842
9	848
9	905
10	832
10	855
10	966
10	997
11	810
11	955
11	975
11	982
12	60
12	267
12	553
12	634
13	512
13	896
13	926
13	993
14	302
14	375
14	588
14	926
15	744
15	880
15	909
15	932
16	79
16	797
16	840
16	859
16	879
16	883
16	978
16	990
17	723
17	913
17	956
17	974
17	982
17	999
18	777
18	901
18	919
18	957
19	700
19	785
19	807
19	952
19	978
19	982
20	776
20	830
20	870
20	969
21	346
21	515
21	706
22	267
22	553
22	634
22	655
23	291
23	364
23	611
23	964
24	929
24	983
24	984
24	1000
25	386
25	722
25	726
25	944
26	65
26	194
26	616
26	774
27	592
27	602
27	699
27	740
28	304
28	305
28	741
28	949
29	577
29	738
29	876
29	992
30	93
30	523
30	569
30	778
31	187
31	533
31	760
31	840
32	622
32	799
32	809
32	872
33	942
33	983
33	984
33	1000
34	809
34	886
34	977
34	978
35	295
35	574
35	599
35	702
36	121
36	368
36	815
36	973
37	39
37	591
37	599
37	702
38	448
38	879
38	880
38	957
38	974
38	975
38	995
39	37
39	591
39	702
39	973
40	699
40	819
40	879
40	954
41	724
41	908
41	917
41	970
42	456
42	473
42	709
42	787
43	609
43	701
43	785
43	962
44	863
44	907
44	972
44	974
45	223
45	526
45	918
45	939
46	815
46	871
46	935
46	947
46	960
46	982
47	496
47	879
47	954
47	993
48	688
48	798
48	821
48	935
49	311
49	392
49	630
49	828
50	347
50	732
50	865
50	924
51	736
51	765
51	833
51	852
52	775
52	786
52	929
52	956
53	619
53	630
53	694
53	828
54	163
54	218
54	333
54	797
55	428
55	508
55	713
55	845
56	602
56	899
56	921
56	956
56	974
56	999
57	708
57	760
57	846
57	935
57	998
57	999
58	761
58	994
58	997
58	998
59	764
59	871
59	947
59	952
59	999
60	12
60	553
60	634
60	655
61	442
61	801
61	896
61	988
62	123
62	351
62	441
62	987
63	951
63	955
63	975
63	982
64	919
64	977
64	978
64	988
65	26
65	994
65	997
65	998
66	138
66	529
66	585
66	756
67	1
67	181
67	726
67	944
68	787
68	947
68	977
68	990
68	998
69	963
69	967
69	976
69	999
70	83
70	389
70	585
70	756
71	202
71	647
71	820
71	991
72	802
72	913
72	943
72	948
73	836
73	884
73	927
73	932
74	919
74	923
74	977
74	978
75	276
75	314
75	673
75	719
76	392
76	694
76	790
76	828
77	605
77	733
77	843
77	859
78	457
78	492
78	665
78	933
79	16
79	186
79	946
79	971
80	458
80	744
80	752
80	920
81	368
81	730
81	780
81	926
82	965
82	979
82	985
82	995
83	70
83	285
83	615
83	756
84	890
84	955
84	975
84	982
85	623
85	713
85	878
85	973
86	450
86	846
86	858
86	898
87	494
87	734
87	930
87	952
88	464
88	981
88	989
88	990
89	701
89	764
89	859
89	878
89	927
89	945
90	672
90	846
90	858
90	898
91	441
91	488
91	503
91	747
92	986
92	994
92	997
92	998
93	30
93	738
93	876
93	992
94	836
94	909
94	927
94	932
95	739
95	875
95	891
95	947
96	963
96	967
96	976
96	999
97	963
97	967
97	976
97	999
98	273
98	817
98	881
98	937
99	700
99	805
99	872
99	875
99	977
99	982
99	989
100	689
100	766
100	805
100	807
101	759
101	796
101	871
101	980
102	488
102	503
102	747
102	988
103	484
103	571
103	761
103	996
104	488
104	503
104	747
104	988
105	772
105	788
105	802
105	811
106	747
106	759
106	915
106	924
106	974
106	982
107	907
107	983
107	984
107	1000
108	579
108	918
108	939
108	960
109	258
109	414
109	480
109	651
110	385
110	749
110	846
110	858
111	412
111	830
111	857
111	932
112	575
112	586
112	778
112	780
113	439
113	955
113	975
113	982
114	689
114	766
114	805
114	807
115	675
115	875
115	891
115	947
116	222
116	563
116	722
116	944
117	457
117	492
117	665
117	991
118	543
118	654
118	789
118	978
119	656
119	683
119	797
119	935
119	948
119	990
119	998
