1	937
1	2540
1	3545
1	4793
2	4341
2	4485
2	4673
2	4968
3	2936
3	4389
3	4602
3	4712
4	2463
4	4705
4	4825
4	4972
5	4379
5	4686
5	4851
5	4969
6	4093
6	4302
6	4735
6	4777
7	2232
7	3446
7	3930
7	4321
8	1403
8	4159
8	4951
8	4972
9	3861
9	4194
9	4432
9	4707
10	2904
10	4553
10	4750
10	4893
11	3308
11	3316
11	3880
11	4626
12	2766
12	4373
12	4755
12	4799
13	429
13	1599
13	4131
13	4890
14	2464
14	3996
14	4591
14	4617
15	807
15	3522
15	4131
15	4890
16	3464
16	4350
16	4594
16	4965
17	1385
17	3066
17	4015
17	4520
18	2497
18	4921
18	4942
18	4998
19	2196
19	2771
19	4859
19	4986
20	1469
20	3738
20	4039
20	4479
21	2307
21	4414
21	4527
21	4854
22	33
22	1525
22	3381
22	3384
23	1509
23	1609
23	2649
23	4560
24	556
24	836
24	4811
24	4968
25	862
25	982
25	4561
25	4828
26	313
26	2966
26	4158
26	4850
27	2991
27	4347
27	4415
27	4531
28	3548
28	4842
28	4849
28	4868
29	483
29	2997
29	3266
29	4043
30	378
30	1201
30	2882
30	3913
31	2293
31	4296
31	4328
31	4607
32	3046
32	3744
32	3803
32	4655
33	22
33	614
33	3840
33	4985
34	2448
34	3329
34	3789
34	4810
35	3533
35	4705
35	4825
35	4972
36	2735
36	4695
36	4771
36	4838
37	2254
37	2318
37	4009
37	4283
38	1377
38	4311
38	4376
38	4686
39	1448
39	3235
39	4501
39	4599
40	3045
40	3355
40	3378
40	3451
41	4000
41	4362
41	4530
41	4821
42	2086
42	2178
42	2753
42	4250
43	1210
43	4811
43	4854
43	4968
44	2600
44	3869
44	4423
44	4581
45	2406
45	3698
45	4778
45	4815
46	107
46	1421
46	2131
46	4504
47	2074
47	2301
47	2546
47	4658
48	115
48	4944
48	4989
48	5000
49	4161
49	4285
49	4694
49	4979
50	1286
50	3276
50	4083
50	4846
51	1760
51	3107
51	4669
51	4901
52	4654
52	4700
52	4806
52	4985
53	763
53	2588
53	4804
53	4912
54	3878
54	3987
54	4028
54	4363
55	3351
55	3627
55	4215
55	4455
56	2279
56	2730
56	4195
56	4663
57	3939
57	3948
57	4301
57	4955
58	3799
58	3972
58	4462
58	4830
59	2731
59	4353
59	4718
59	4876
60	2569
60	3583
60	4622
60	4949
61	848
61	4561
61	4824
61	4940
62	4302
62	4490
62	4519
62	4931
63	1792
63	3519
63	3779
63	3970
64	371
64	2966
64	3167
64	3181
65	471
65	4743
65	4828
65	4922
66	105
66	1876
66	2484
66	4852
67	141
67	397
67	1753
67	2578
68	1622
68	2382
68	4201
68	4523
69	1948
69	2676
69	4685
69	4913
70	1312
70	3595
70	4973
70	4979
71	4944
71	4956
71	4989
71	5000
72	4717
72	4844
72	4911
72	4912
73	2743
73	4641
73	4709
73	4758
74	3779
74	3789
74	4331
74	4542
74	4858
75	3336
75	3850
75	4592
75	4991
76	1276
76	3875
76	4683
76	4913
77	1046
77	1156
77	1366
77	3071
78	2905
78	3098
78	3606
78	4807
79	3583
79	4424
79	4873
79	4960
80	1687
80	2131
80	3393
80	4297
81	1518
81	2585
81	4756
81	4869
82	646
82	3405
82	4048
82	4610
83	4803
83	4848
83	4933
83	4979
84	182
84	2013
84	3217
84	3940
85	2788
85	4574
85	4712
85	4749
86	1426
86	3523
86	3580
86	4430
87	3573
87	4428
87	4512
87	4921
88	3562
88	4613
88	4635
88	4675
89	93
89	3688
89	3748
89	3771
90	3519
90	4252
90	4597
90	4809
91	4013
91	4078
91	4201
91	4523
92	2355
92	4457
92	4981
92	4999
93	89
93	519
93	4000
93	4038
94	2622
94	4780
94	4842
94	4849
95	4260
95	4511
95	4555
95	4759
96	587
96	3689
96	4080
96	4340
97	3748
97	4507
97	4694
97	4979
98	4198
98	4491
98	4573
98	4577
98	4689
99	610
99	4957
99	4971
99	4973
100	138
100	2191
100	4269
100	4330
101	4527
101	4775
101	4906
101	4964
102	521
102	580
102	1425
102	4707
103	4292
103	4346
103	4742
103	4830
104	1211
104	4087
104	4351
104	4401
105	66
105	618
105	4103
105	4121
106	3984
106	4579
106	4824
106	4940
107	46
107	3421
107	4504
107	4887
108	3746
108	4033
108	4267
108	4929
108	4999
109	1252
109	3859
109	3961
109	4509
110	2429
110	3610
110	3708
110	4941
110	4998
111	1103
111	1692
111	1815
111	2472
112	1778
112	2150
112	3181
112	4500
113	859
113	4057
113	4153
113	4936
114	712
114	2792
114	4340
114	4838
115	48
115	1726
115	4654
115	4828
116	622
116	4765
116	4963
116	4995
117	937
117	4425
117	4476
117	4800
118	2539
118	2845
118	4549
118	4905
119	168
119	2843
119	3815
119	4786
120	4164
120	4258
120	4543
120	4573
121	657
121	1085
121	4962
121	4976
122	3911
122	4741
122	4813
123	2609
123	4190
123	4514
123	4554
124	2750
124	4442
124	4615
124	4866
125	1708
125	3941
125	4606
125	4694
126	3409
126	4447
126	4676
126	4720
127	750
127	4688
127	4791
127	4931
128	4746
128	4917
128	4920
128	4961
129	1436
129	3776
129	4923
129	4975
129	4981
130	511
130	3880
130	4433
130	4990
131	3940
131	4527
131	4590
131	4922
132	3946
132	4724
132	4926
132	4968
133	1594
133	2793
133	3243
133	4320
134	2983
134	3268
134	4070
134	4167
135	1274
135	3669
135	4880
135	4987
136	2157
136	3803
136	4681
136	4778
137	3915
137	4429
137	4958
137	4995
138	100
138	2874
138	4045
138	4130
139	1514
139	4546
139	4651
139	4897
140	1458
140	4204
140	4423
140	4508
141	67
141	2809
141	2994
141	3837
142	2927
142	3776
142	4509
142	4802
143	1816
143	2157
143	4543
143	4647
144	644
144	1315
144	4289
144	4710
145	2325
145	3599
145	3879
145	4859
146	3998
146	4218
146	4602
146	4967
147	526
147	4117
147	4957
147	4971
148	1327
148	3931
148	4608
148	4727
149	2390
149	4590
149	4906
149	4922
150	305
150	1544
150	3683
150	4067
151	3089
151	3448
151	4453
151	4804
152	3298
152	3703
152	4908
152	4975
153	295
153	3251
153	3593
153	3763
154	1437
154	2024
154	3025
154	3037
155	1861
155	3830
155	4469
155	4901
156	1168
156	1183
156	3559
156	3843
157	3360
157	3869
157	4208
157	4869
158	4442
158	4900
158	4911
158	4965
159	2710
159	3174
159	4283
159	4902
160	4476
160	4800
160	4988
160	4989
161	3598
161	4600
161	4673
161	4947
162	1446
162	1813
162	3027
162	4066
162	4922
163	2567
163	3414
163	4572
163	4975
164	4735
164	4821
164	4903
164	4989
165	861
165	1256
165	4294
165	4595
166	2438
166	2923
166	3762
166	4555
167	3730
167	4219
167	4449
167	4935
168	119
168	824
168	3815
168	4973
169	2405
169	4219
169	4410
169	4449
170	1430
170	4300
170	4636
170	4923
171	2672
171	2781
171	4549
171	4905
172	659
172	2093
172	4752
172	4939
173	4603
173	4661
173	4794
173	4869
174	924
174	1978
174	4513
174	4683
175	1534
175	3613
175	4498
175	4901
176	3905
176	4611
176	4880
176	4987
177	723
177	2595
177	4580
177	5000
178	3055
178	4593
178	4823
178	4834
179	3520
179	3782
179	4045
179	4933
180	393
180	1844
180	4035
180	4175
181	3454
181	3643
181	3716
181	3773
182	84
182	2351
182	3710
182	3913
183	896
183	1460
183	2843
183	3815
184	4233
184	4358
184	4916
184	4984
185	2958
185	3641
185	4428
185	4512
186	4273
186	4601
186	4823
186	4834
187	3079
187	3719
187	4310
187	4971
188	3798
188	4106
188	4763
188	4863
